Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
168527,1.97350068566837,0.746858850036198,-1.61043067793384,3.60138916934903,1.10304895252667,-0.417910691984893,0.780684383974588,-0.279803856135086,-1.44043390254536,1.59274795624572,-1.24097482456693,-0.777338329991434,-0.68780068660385,0.83142684602848,-0.542742487049005,0.609766983169371,-0.75396165098806,-0.502755958464212,-1.4722762951552,-0.283285320530794,0.083950884945146,0.128150372649162,0.075929787248038,0.671222045489486,0.282185237405718,0.043285640234221,-0.09286352400379,-0.05611725751745,20.63,0
168527,-2.07768859646163,2.31404922321137,-1.98732634210873,-0.911905242358504,0.909556789977492,-1.34201831688403,1.42069440070348,-0.377860109057149,1.27659787290631,1.62833099759309,-0.879630604347252,-1.37729990127109,-2.23394195011144,-0.993832353173353,-0.224714496546231,-0.298840095917537,0.69674002970814,0.019111312741344,-0.35755417266314,0.461587613505738,-0.114431837853468,0.068845988666435,-0.210244271570857,0.633231828238444,0.503197502060215,0.61476059461615,0.127903279812267,0.62816323087319,22.72,0
168529,2.08947892395027,-0.012555819633335,-2.20456156472327,-0.105511767868427,0.554361060243286,-1.34398739712118,0.670533194549701,-0.414870678061473,0.083723834556981,0.209319710104964,0.656165520570417,0.423322004031125,-0.917806919088162,1.15254880560225,-0.218321390131997,-0.318475575500064,-0.571921949919039,0.148192203549781,0.515652926777546,-0.251342299171041,0.176656241484416,0.561925305138189,-0.094345312960717,-0.297532587605865,0.420410003800428,0.242141202018041,-0.097504757672057,-0.091915932667269,15.02,0
168529,-0.590281211613332,1.24363175766841,0.033403826599634,-0.178782422659171,0.271293277701001,-0.354986154623669,0.480329868038384,0.369254734386505,-0.6711215929501,-0.139017473826799,0.477496592243503,0.823634564988424,0.184751519982449,0.679454368839866,-0.428385908925098,-0.240477669209615,-0.122929540306753,-0.044396804357407,1.4617198675737,0.027121911917211,-0.128477279753833,-0.342163787701134,0.029917755762877,-0.379959463646863,-0.724996933607949,0.306754076363918,0.12937151209589,0.158566189160146,6.99,0
168530,2.07240861530354,-0.036631325496849,-1.38239470249397,0.341127980560542,0.008949230814082,-1.28864478675169,0.249307184008774,-0.386959739759355,0.638035213919061,0.01895859149736,-0.862576330128301,0.137452971933305,-0.117946958649457,0.522099401169592,0.775150634746111,-0.162969539761551,-0.54432673498777,0.010178253184098,-0.176672785491108,-0.242061165270867,0.23666883279519,0.82822518426314,-0.021211588373441,-0.078465256180079,0.278568082611828,-0.101439350646687,-0.02231768644147,-0.059520783179865,7.7,0
168530,1.8405447511934,-0.812716474477886,-0.985411446489333,-0.174694680208831,0.167237774516161,1.21476545042637,-0.747301544193088,0.48763040727983,1.61240214610689,-0.309053047803434,-1.29812880326082,-0.579683276594527,-1.74263616488778,0.424153036232794,1.77336059922634,-0.366063373291272,0.15245305080409,-1.22103933139279,-0.702287552646743,-0.305931816269952,-0.211226037069621,-0.560045400871247,0.355301386411805,-2.09652351026946,-0.692957376724225,-0.165040340536711,0.034514844935557,-0.053955299597556,56.8,0
168530,-0.689160600198589,0.912338247744717,0.922189649993796,-0.696673849498538,0.238812904339784,0.716366044102511,-0.039777277643314,0.509954421264792,0.381325349396266,-0.394313971467632,-0.023613623855991,0.764054800696625,0.487110168233922,-0.144283695690119,-0.30316672121819,0.250203610945985,-0.858027074438496,1.10759077002797,0.689243859633519,0.082209753714812,0.243830389337688,0.975548762659377,-0.308116737075666,0.128849492847612,-0.139106116752726,-0.207860267989584,0.014823993448737,-0.061139814873567,0.01,0
168530,1.93741273397043,-0.321648004872364,-1.42732838848446,-0.001349476351022,0.735347149173894,0.898271111484317,-0.224225644984831,0.320781284302905,0.440385582046176,0.134124055193664,0.884133271615963,0.72847109406872,-0.778099842290762,0.67932388492765,0.239642474230931,-0.557924490923457,0.10401945076789,-1.41124118314071,-0.387651192190965,-0.341354011251642,-0.208261411085631,-0.431396934154696,0.344154822113525,-1.65383246048843,-0.485938697526288,0.312854568189626,-0.030795436036578,-0.089153161432958,0.99,0
168530,0.10461397674946,0.857316797417318,-0.444659262394202,-0.71876190147014,1.07075507726816,-0.170977823288182,0.866592503343315,0.012460230303432,-0.201087593923785,-0.115664591610825,0.32367347466588,0.26338465499416,-0.370359633212111,0.660616905739831,-0.07802951481444,-0.127724860847401,-0.836259024962572,0.797766117029451,0.442867211199432,-0.00136660724779,0.385570641034601,1.30587152084192,-0.160563967001748,0.249276835328334,-0.769719491523319,-0.239075180768464,0.502445096370577,0.312914683656274,0.99,0
168530,-0.943959279251392,0.898213120374692,0.398061487752542,-0.501359952457102,1.30673282551491,-1.17622833391773,1.44210988868976,-0.599385102204979,-0.772822426723276,0.130908264686576,1.10947757730067,-0.168885467354307,-1.30320534189259,0.884082910181586,0.299205587406007,-1.07506161446043,-0.057144560021161,0.187602425561684,1.47409821281119,-0.089305737739763,0.173585726386537,0.598296480331096,-0.756224322569416,0.078662943749568,0.920767823842766,0.464071713792483,-0.577249595041658,-0.158259955956503,0.69,0
168531,-0.442050933495619,0.216252673719201,0.119755563957912,0.168908086487932,1.5676727078202,-0.726035579109312,0.519173012746782,-0.244874671860022,-0.387756483992479,-0.22421184210495,1.32290000813405,0.430317131569762,-0.081394157032133,-0.90896102933806,-0.17414523242142,-0.039556835782122,0.510778980709563,0.359333579621067,1.26384840694393,0.059850586750059,-0.292136697480172,-0.660757416501358,-0.056520541140163,0.696487982567984,-0.510919715366007,0.253101781604583,-0.210830095284237,-0.160520146341822,17.99,0
168532,2.05681348097655,-0.025148294898021,-1.05434445110608,0.416271520082803,-0.109883458584744,-1.20717336301815,0.219707564882762,-0.362444525636872,0.470905881098727,0.05851189988147,-0.654608105602596,0.686481182504645,0.523278833407878,0.184955471176477,-0.010808353631704,-0.129036237901615,-0.311052875180398,-0.928468225962668,0.138797201132725,-0.189718117491152,-0.28175578295845,-0.661172534742288,0.333417165552925,0.059051412578907,-0.284988337961905,0.19355271372894,-0.068221417083482,-0.058388697494229,4.49,0
168532,-7.66289889080016,7.0507524448417,-5.24500391406176,-2.62101889570497,-1.23787625143013,-1.61913545673995,-0.227252121650664,1.94457126609853,3.77703469390987,7.16414070220083,0.880455465932169,1.58727637904986,0.147359385930713,0.217895196051905,-0.5706862026774,-0.650058344346813,-0.181822365747652,-0.258053249256416,-0.728491906679863,2.98550083655724,-0.402586057685987,0.514639935037225,0.309984845902018,0.646295364473857,1.04530509582078,0.028126906576101,1.40644896738512,0.283039125687505,0.92,0
168532,0.095586492028713,0.955622432413295,-0.340524645986977,-0.622587152184287,0.850266757955536,-0.595496600636803,0.849405741694546,0.055462612897221,-0.240523078020476,-0.652375387272346,1.03809703479432,0.343288139513645,-0.608123568268115,-0.711970900957675,-0.893734468280925,0.514236854778285,0.19157445287336,0.299511712695557,0.014661729571132,-0.005264996043189,-0.286904507779872,-0.739618655934764,0.10734328144491,0.64670892984189,-0.485315885890101,0.088303630350283,0.215124152241159,0.074413811268078,4.49,0
168533,-0.305576012090208,0.798069512896062,-1.54784997847337,-1.68944642686373,2.62142335856916,3.34538784397873,-0.024307953638511,1.3532594197908,-0.333289692581444,-0.609488390403417,-0.347197068411271,0.193166542646412,-0.312568116015529,0.66979923769008,0.002006825703674,-0.033053319730105,-0.313931398074112,-0.804634877549111,-0.211016100561294,-0.087336054531642,-0.223934254788903,-0.727349250280437,0.163039825393486,0.687678724731843,-0.436132173265198,0.164400016265931,0.140199380843615,0.027271791438329,1.98,0
168534,2.10037562247029,0.033246391397204,-1.54534848814951,0.201109053318526,0.378374249357175,-0.817365204615555,0.236811819090503,-0.331392344824845,0.507031033672938,-0.009243973474995,-0.793988185065107,0.508475268313086,0.725315743389043,0.340406210817385,0.733723811393952,-0.157340038508026,-0.636605233184781,-0.035611011011788,-0.14604119087789,-0.17101743893114,0.23229148912703,0.830596117608155,0.003580795151093,0.628844120724615,0.335164225632866,-0.134038418881043,-0.020795686260166,-0.052487076569191,1,0
168534,0.039220035068713,0.824187339468965,0.283633942076109,-0.588692567500798,0.393798727561051,-1.05736509918579,0.952617011743168,-0.149379358622526,0.039370964065685,-0.401053522149382,-0.97128078727674,-0.138407257992364,-0.551707938154125,0.228668810823466,-0.294932398611955,-0.126148073724503,-0.320182752024981,-0.769906090836888,-0.151484731302501,-0.085899910682162,-0.262465537380555,-0.593190951461659,0.077589140118877,-0.035116399101425,-0.524155429757786,0.145356679756002,0.247524720777661,0.095478958610587,0.89,0
168535,2.11053333026415,-0.716795727625712,-1.38837563791529,-0.491525560894364,-0.265302035693793,-0.661574176760897,-0.138916782595651,-0.34477690535853,-0.57871121825974,0.809094777314305,-1.39379865990442,0.366547934611819,1.30641239472441,-0.07138407396659,-0.086829381493314,-1.48842754056256,-0.260928207517458,0.497778812864454,-0.410501194157114,-0.440731265879861,-0.652403552953067,-1.35515112296501,0.288226302344178,-0.72604346751943,-0.348204871903535,0.351549241596879,-0.056502675759247,-0.053023212776699,58.5,0
168538,-0.510689679003355,0.354475471803676,2.21820406581421,-1.14844187407667,-0.104620254696708,-0.36039355491142,0.569071221320099,-0.406249810798049,0.973198595160436,-0.358632693726172,-0.967658892324172,-0.258808307598159,-0.099750415356689,-0.921652239231837,0.101074259162831,0.652619265772267,-1.13653939915048,0.055873048403825,-0.947806639605638,-0.077471441782013,0.039267277580575,0.422407354821426,-0.16214739297502,0.067564936507403,-0.724592858763606,0.270089410911415,-0.476814267588995,-0.274988237197955,15.99,0
168539,-0.317060263126916,1.39377375567004,0.158325147717722,4.18613340142723,0.219027895302406,1.44225353746976,0.869935478740108,0.330614072424871,-2.09435915550787,1.77351551086203,-0.167209717258992,-1.242854447876,-1.5407954300702,0.966240251859771,0.219910750360709,0.203410637254811,-0.163052967337359,1.24182248796169,1.43025830835131,0.056735402928216,0.423665854287721,1.21545911194205,-0.124518228692779,0.346837292263698,-0.60644227433788,0.513701414880881,-0.157772447562563,-0.117992840855178,148.25,0
168540,-0.720809643309185,0.564529650770679,-0.914328894788963,0.079043452878748,0.85135862828289,-1.68937930812667,0.390502274265734,0.186159402215266,-0.201380665578479,-1.00809914523097,-0.545652434017692,0.220529067259034,0.521457857994077,-0.564948783758518,0.675782200498176,0.070215088397441,0.648342313003698,0.611515392077819,-0.293729586223322,0.196959684007586,0.391845011483684,0.994039196073395,-0.102700125968166,-0.062326507608796,-0.300697855110794,-0.143448462133816,0.276079090676438,0.015333480415889,26,0
168543,-0.343569407843622,1.24500985641956,0.04062699906421,-0.006335219032473,0.690046587199153,-0.694526449796732,0.926829245014043,-1.2229791983087,-0.353459894297126,-0.36791363161397,1.37468799826119,0.240028889353791,-0.292150302392166,-0.724886016029714,0.426463409655445,-0.168224961225544,0.461993874747752,1.26032511023679,0.825461211941493,-0.131210237646481,1.08184933743663,0.93288564483829,-0.270132287458934,0.015120004471455,-0.31583685008649,-0.06364677562911,-0.034304107621055,-0.024755288506542,25.86,0
